,PMI,CPI,VIX,T10Y2Y,HY_SPREAD
1986-01-23,51.8511,109.9,,1.06,
1986-01-24,51.8511,109.9,,1.1,
1986-01-27,51.8511,109.9,,1.06,
1986-01-28,51.8511,109.9,,1.03,
1986-01-29,51.8511,109.9,,1.04,
1986-01-30,51.8511,109.9,,1.06,
1986-01-31,51.8511,109.9,,1.09,
1986-02-01,51.5828,109.7,,1.09,
1986-02-03,51.5828,109.7,,1.05,
1986-02-04,51.5828,109.7,,1.02,
1986-02-05,51.5828,109.7,,0.98,
1986-02-06,51.5828,109.7,,1.01,
1986-02-07,51.5828,109.7,,0.96,
1986-02-10,51.5828,109.7,,0.92,
1986-02-11,51.5828,109.7,,0.89,
1986-02-12,51.5828,109.7,,0.83,
1986-02-13,51.5828,109.7,,0.79,
1986-02-14,51.5828,109.7,,0.69,
1986-02-17,51.5828,109.7,,0.69,
1986-02-18,51.5828,109.7,,0.68,
1986-02-19,51.5828,109.7,,0.64,
1986-02-20,51.5828,109.7,,0.62,
1986-02-21,51.5828,109.7,,0.55,
1986-02-24,51.5828,109.7,,0.53,
1986-02-25,51.5828,109.7,,0.51,
1986-02-26,51.5828,109.7,,0.48,
1986-02-27,51.5828,109.7,,0.43,
1986-02-28,51.5828,109.7,,0.42,
1986-03-01,51.4024,109.1,,0.42,
1986-03-03,51.4024,109.1,,0.44,
1986-03-04,51.4024,109.1,,0.55,
1986-03-05,51.4024,109.1,,0.58,
1986-03-06,51.4024,109.1,,0.66,
1986-03-07,51.4024,109.1,,0.67,
1986-03-10,51.4024,109.1,,0.6,
1986-03-11,51.4024,109.1,,0.55,
1986-03-12,51.4024,109.1,,0.51,
1986-03-13,51.4024,109.1,,0.54,
1986-03-14,51.4024,109.1,,0.54,
1986-03-17,51.4024,109.1,,0.55,
1986-03-18,51.4024,109.1,,0.6,
1986-03-19,51.4024,109.1,,0.65,
1986-03-20,51.4024,109.1,,0.61,
1986-03-21,51.4024,109.1,,0.61,
1986-03-24,51.4024,109.1,,0.59,
1986-03-25,51.4024,109.1,,0.58,
1986-03-26,51.4024,109.1,,0.53,
1986-03-27,51.4024,109.1,,0.45,
1986-03-28,51.4024,109.1,,0.45,
1986-03-31,51.4024,109.1,,0.47,
1986-04-01,51.5522,108.7,,0.48,
1986-04-02,51.5522,108.7,,0.43,
1986-04-03,51.5522,108.7,,0.47,
1986-04-04,51.5522,108.7,,0.6,
1986-04-07,51.5522,108.7,,0.61,
1986-04-08,51.5522,108.7,,0.61,
1986-04-09,51.5522,108.7,,0.69,
1986-04-10,51.5522,108.7,,0.65,
1986-04-11,51.5522,108.7,,0.64,
1986-04-14,51.5522,108.7,,0.66,
1986-04-15,51.5522,108.7,,0.69,
1986-04-16,51.5522,108.7,,0.59,
1986-04-17,51.5522,108.7,,0.59,
1986-04-18,51.5522,108.7,,0.65,
1986-04-21,51.5522,108.7,,0.58,
1986-04-22,51.5522,108.7,,0.67,
1986-04-23,51.5522,108.7,,0.69,
1986-04-24,51.5522,108.7,,0.62,
1986-04-25,51.5522,108.7,,0.67,
1986-04-28,51.5522,108.7,,0.62,
1986-04-29,51.5522,108.7,,0.53,
1986-04-30,51.5522,108.7,,0.55,
1986-05-01,51.5898,109.0,,0.6,
1986-05-02,51.5898,109.0,,0.63,
1986-05-05,51.5898,109.0,,0.63,
1986-05-06,51.5898,109.0,,0.64,
1986-05-07,51.5898,109.0,,0.6,
1986-05-08,51.5898,109.0,,0.62,
1986-05-09,51.5898,109.0,,0.63,
1986-05-12,51.5898,109.0,,0.69,
1986-05-13,51.5898,109.0,,0.63,
1986-05-14,51.5898,109.0,,0.66,
1986-05-15,51.5898,109.0,,0.63,
1986-05-16,51.5898,109.0,,0.67,
1986-05-19,51.5898,109.0,,0.7,
1986-05-20,51.5898,109.0,,0.65,
1986-05-21,51.5898,109.0,,0.7,
1986-05-22,51.5898,109.0,,0.68,
1986-05-23,51.5898,109.0,,0.65,
1986-05-26,51.5898,109.0,,0.65,
1986-05-27,51.5898,109.0,,0.59,
1986-05-28,51.5898,109.0,,0.56,
1986-05-29,51.5898,109.0,,0.64,
1986-05-30,51.5898,109.0,,0.69,
1986-06-01,51.3868,109.4,,0.69,
1986-06-02,51.3868,109.4,,0.82,
1986-06-03,51.3868,109.4,,0.7,
1986-06-04,51.3868,109.4,,0.76,
1986-06-05,51.3868,109.4,,0.77,
1986-06-06,51.3868,109.4,,0.68,
1986-06-09,51.3868,109.4,,0.74,
1986-06-10,51.3868,109.4,,0.69,
1986-06-11,51.3868,109.4,,0.62,
1986-06-12,51.3868,109.4,,0.67,
1986-06-13,51.3868,109.4,,0.58,
1986-06-16,51.3868,109.4,,0.53,
1986-06-17,51.3868,109.4,,0.55,
1986-06-18,51.3868,109.4,,0.56,
1986-06-19,51.3868,109.4,,0.59,
1986-06-20,51.3868,109.4,,0.54,
1986-06-23,51.3868,109.4,,0.52,
1986-06-24,51.3868,109.4,,0.49,
1986-06-25,51.3868,109.4,,0.51,
1986-06-26,51.3868,109.4,,0.51,
1986-06-27,51.3868,109.4,,0.54,
1986-06-30,51.3868,109.4,,0.54,
1986-07-01,51.6877,109.5,,0.57,
1986-07-02,51.6877,109.5,,0.56,
1986-07-03,51.6877,109.5,,0.6,
1986-07-04,51.6877,109.5,,0.6,
1986-07-07,51.6877,109.5,,0.61,
1986-07-08,51.6877,109.5,,0.6,
1986-07-09,51.6877,109.5,,0.58,
1986-07-10,51.6877,109.5,,0.58,
1986-07-11,51.6877,109.5,,0.7,
1986-07-14,51.6877,109.5,,0.67,
1986-07-15,51.6877,109.5,,0.6,
1986-07-16,51.6877,109.5,,0.61,
1986-07-17,51.6877,109.5,,0.57,
1986-07-18,51.6877,109.5,,0.6,
1986-07-21,51.6877,109.5,,0.58,
1986-07-22,51.6877,109.5,,0.6,
1986-07-23,51.6877,109.5,,0.66,
1986-07-24,51.6877,109.5,,0.68,
1986-07-25,51.6877,109.5,,0.66,
1986-07-28,51.6877,109.5,,0.77,
1986-07-29,51.6877,109.5,,0.7,
1986-07-30,51.6877,109.5,,0.74,
1986-07-31,51.6877,109.5,,0.77,
1986-08-01,51.8215,109.6,,0.78,
1986-08-04,51.8215,109.6,,0.77,
1986-08-05,51.8215,109.6,,0.81,
1986-08-06,51.8215,109.6,,0.86,
1986-08-07,51.8215,109.6,,0.84,
1986-08-08,51.8215,109.6,,0.76,
1986-08-11,51.8215,109.6,,0.74,
1986-08-12,51.8215,109.6,,0.77,
1986-08-13,51.8215,109.6,,0.78,
1986-08-14,51.8215,109.6,,0.77,
1986-08-15,51.8215,109.6,,0.78,
1986-08-18,51.8215,109.6,,0.77,
1986-08-19,51.8215,109.6,,0.73,
1986-08-20,51.8215,109.6,,0.83,
1986-08-21,51.8215,109.6,,0.88,
1986-08-22,51.8215,109.6,,0.93,
1986-08-25,51.8215,109.6,,0.96,
1986-08-26,51.8215,109.6,,0.95,
1986-08-27,51.8215,109.6,,0.94,
1986-08-28,51.8215,109.6,,0.97,
1986-08-29,51.8215,109.6,,1.01,
1986-09-01,51.9572,110.0,,1.01,
1986-09-02,51.9572,110.0,,1.04,
1986-09-03,51.9572,110.0,,1.06,
1986-09-04,51.9572,110.0,,1.04,
1986-09-05,51.9572,110.0,,1.07,
1986-09-08,51.9572,110.0,,1.08,
1986-09-09,51.9572,110.0,,1.05,
1986-09-10,51.9572,110.0,,1.08,
1986-09-11,51.9572,110.0,,1.14,
1986-09-12,51.9572,110.0,,1.2,
1986-09-15,51.9572,110.0,,1.14,
1986-09-16,51.9572,110.0,,1.15,
1986-09-17,51.9572,110.0,,1.09,
1986-09-18,51.9572,110.0,,1.15,
1986-09-19,51.9572,110.0,,1.15,
1986-09-22,51.9572,110.0,,1.13,
1986-09-23,51.9572,110.0,,1.12,
1986-09-24,51.9572,110.0,,1.11,
1986-09-25,51.9572,110.0,,1.1,
1986-09-26,51.9572,110.0,,1.08,
1986-09-29,51.9572,110.0,,1.08,
1986-09-30,51.9572,110.0,,1.07,
1986-10-01,52.1533,110.2,,1.05,
1986-10-02,52.1533,110.2,,1.07,
1986-10-03,52.1533,110.2,,1.15,
1986-10-06,52.1533,110.2,,1.14,
1986-10-07,52.1533,110.2,,1.15,
1986-10-08,52.1533,110.2,,1.2,
1986-10-09,52.1533,110.2,,1.18,
1986-10-10,52.1533,110.2,,1.2,
1986-10-13,52.1533,110.2,,1.2,
1986-10-14,52.1533,110.2,,1.23,
1986-10-15,52.1533,110.2,,1.24,
1986-10-16,52.1533,110.2,,1.24,
1986-10-17,52.1533,110.2,,1.19,
1986-10-20,52.1533,110.2,,1.19,
1986-10-21,52.1533,110.2,,1.17,
1986-10-22,52.1533,110.2,,1.15,
1986-10-23,52.1533,110.2,,1.12,
1986-10-24,52.1533,110.2,,1.12,
1986-10-27,52.1533,110.2,,1.1,
1986-10-28,52.1533,110.2,,1.11,
1986-10-29,52.1533,110.2,,1.09,
1986-10-30,52.1533,110.2,,1.07,
1986-10-31,52.1533,110.2,,1.08,
1986-11-01,52.3486,110.4,,1.08,
1986-11-03,52.3486,110.4,,1.08,
1986-11-04,52.3486,110.4,,1.08,
1986-11-05,52.3486,110.4,,0.98,
1986-11-06,52.3486,110.4,,1.03,
1986-11-07,52.3486,110.4,,1.05,
1986-11-10,52.3486,110.4,,0.96,
1986-11-11,52.3486,110.4,,0.96,
1986-11-12,52.3486,110.4,,0.97,
1986-11-13,52.3486,110.4,,0.98,
1986-11-14,52.3486,110.4,,0.96,
1986-11-17,52.3486,110.4,,0.9,
1986-11-18,52.3486,110.4,,0.95,
1986-11-19,52.3486,110.4,,0.98,
1986-11-20,52.3486,110.4,,0.93,
1986-11-21,52.3486,110.4,,0.96,
1986-11-24,52.3486,110.4,,0.92,
1986-11-25,52.3486,110.4,,0.92,
1986-11-26,52.3486,110.4,,0.94,
1986-11-27,52.3486,110.4,,0.94,
1986-11-28,52.3486,110.4,,0.94,
1986-12-01,52.8676,110.8,,0.93,
1986-12-02,52.8676,110.8,,0.86,
1986-12-03,52.8676,110.8,,0.89,
1986-12-04,52.8676,110.8,,0.86,
1986-12-05,52.8676,110.8,,0.88,
1986-12-08,52.8676,110.8,,0.86,
1986-12-09,52.8676,110.8,,0.86,
1986-12-10,52.8676,110.8,,0.86,
1986-12-11,52.8676,110.8,,0.88,
1986-12-12,52.8676,110.8,,0.89,
1986-12-15,52.8676,110.8,,0.86,
1986-12-16,52.8676,110.8,,0.83,
1986-12-17,52.8676,110.8,,0.81,
1986-12-18,52.8676,110.8,,0.8,
1986-12-19,52.8676,110.8,,0.81,
1986-12-22,52.8676,110.8,,0.8,
1986-12-23,52.8676,110.8,,0.78,
1986-12-24,52.8676,110.8,,0.77,
1986-12-25,52.8676,110.8,,0.77,
1986-12-26,52.8676,110.8,,0.78,
1986-12-29,52.8676,110.8,,0.8,
1986-12-30,52.8676,110.8,,0.81,
1986-12-31,52.8676,110.8,,0.88,
1987-01-01,52.6728,111.4,,0.88,
1987-01-02,52.6728,111.4,,0.88,
1987-01-05,52.6728,111.4,,0.84,
1987-01-06,52.6728,111.4,,0.83,
1987-01-07,52.6728,111.4,,0.83,
1987-01-08,52.6728,111.4,,0.84,
1987-01-09,52.6728,111.4,,0.82,
1987-01-12,52.6728,111.4,,0.85,
1987-01-13,52.6728,111.4,,0.88,
1987-01-14,52.6728,111.4,,0.87,
1987-01-15,52.6728,111.4,,0.86,
1987-01-16,52.6728,111.4,,0.81,
1987-01-19,52.6728,111.4,,0.81,
1987-01-20,52.6728,111.4,,0.84,
1987-01-21,52.6728,111.4,,0.84,
1987-01-22,52.6728,111.4,,0.86,
1987-01-23,52.6728,111.4,,0.86,
1987-01-26,52.6728,111.4,,0.91,
1987-01-27,52.6728,111.4,,0.92,
1987-01-28,52.6728,111.4,,0.89,
1987-01-29,52.6728,111.4,,0.89,
1987-01-30,52.6728,111.4,,0.85,
1987-02-01,53.4566,111.8,,0.85,
1987-02-02,53.4566,111.8,,0.87,
1987-02-03,53.4566,111.8,,0.87,
1987-02-04,53.4566,111.8,,0.85,
1987-02-05,53.4566,111.8,,0.87,
1987-02-06,53.4566,111.8,,0.81,
1987-02-09,53.4566,111.8,,0.8,
1987-02-10,53.4566,111.8,,0.84,
1987-02-11,53.4566,111.8,,0.79,
1987-02-12,53.4566,111.8,,0.84,
1987-02-13,53.4566,111.8,,0.85,
1987-02-16,53.4566,111.8,,0.85,
1987-02-17,53.4566,111.8,,0.85,
1987-02-18,53.4566,111.8,,0.87,
1987-02-19,53.4566,111.8,,0.9,
1987-02-20,53.4566,111.8,,0.91,
1987-02-23,53.4566,111.8,,0.88,
1987-02-24,53.4566,111.8,,0.86,
1987-02-25,53.4566,111.8,,0.84,
1987-02-26,53.4566,111.8,,0.86,
1987-02-27,53.4566,111.8,,0.84,
1987-03-01,53.4815,112.2,,0.84,
1987-03-02,53.4815,112.2,,0.83,
1987-03-03,53.4815,112.2,,0.84,
1987-03-04,53.4815,112.2,,0.82,
1987-03-05,53.4815,112.2,,0.81,
1987-03-06,53.4815,112.2,,0.81,
1987-03-09,53.4815,112.2,,0.8,
1987-03-10,53.4815,112.2,,0.79,
1987-03-11,53.4815,112.2,,0.79,
1987-03-12,53.4815,112.2,,0.79,
1987-03-13,53.4815,112.2,,0.8,
1987-03-16,53.4815,112.2,,0.81,
1987-03-17,53.4815,112.2,,0.78,
1987-03-18,53.4815,112.2,,0.81,
1987-03-19,53.4815,112.2,,0.83,
1987-03-20,53.4815,112.2,,0.82,
1987-03-23,53.4815,112.2,,0.83,
1987-03-24,53.4815,112.2,,0.83,
1987-03-25,53.4815,112.2,,0.8,
1987-03-26,53.4815,112.2,,0.82,
1987-03-27,53.4815,112.2,,0.84,
1987-03-30,53.4815,112.2,,0.91,
1987-03-31,53.4815,112.2,,0.97,
1987-04-01,53.8011,112.7,,0.94,
1987-04-02,53.8011,112.7,,0.96,
1987-04-03,53.8011,112.7,,0.97,
1987-04-06,53.8011,112.7,,0.97,
1987-04-07,53.8011,112.7,,1.03,
1987-04-08,53.8011,112.7,,1.02,
1987-04-09,53.8011,112.7,,1.04,
1987-04-10,53.8011,112.7,,1.01,
1987-04-13,53.8011,112.7,,0.99,
1987-04-14,53.8011,112.7,,1.09,
1987-04-15,53.8011,112.7,,1.08,
1987-04-16,53.8011,112.7,,1.13,
1987-04-17,53.8011,112.7,,1.13,
1987-04-20,53.8011,112.7,,1.14,
1987-04-21,53.8011,112.7,,1.1,
1987-04-22,53.8011,112.7,,1.01,
1987-04-23,53.8011,112.7,,1.03,
1987-04-24,53.8011,112.7,,0.99,
1987-04-27,53.8011,112.7,,0.87,
1987-04-28,53.8011,112.7,,0.85,
1987-04-29,53.8011,112.7,,0.92,
1987-04-30,53.8011,112.7,,0.83,
1987-05-01,54.1869,113.0,,0.92,
1987-05-04,54.1869,113.0,,0.91,
1987-05-05,54.1869,113.0,,0.85,
1987-05-06,54.1869,113.0,,0.92,
1987-05-07,54.1869,113.0,,0.9,
1987-05-08,54.1869,113.0,,0.86,
1987-05-11,54.1869,113.0,,0.91,
1987-05-12,54.1869,113.0,,0.87,
1987-05-13,54.1869,113.0,,0.87,
1987-05-14,54.1869,113.0,,0.91,
1987-05-15,54.1869,113.0,,0.85,
1987-05-18,54.1869,113.0,,0.8,
1987-05-19,54.1869,113.0,,0.9,
1987-05-20,54.1869,113.0,,0.87,
1987-05-21,54.1869,113.0,,0.81,
1987-05-22,54.1869,113.0,,0.81,
1987-05-25,54.1869,113.0,,0.81,
1987-05-26,54.1869,113.0,,0.76,
1987-05-27,54.1869,113.0,,0.76,
1987-05-28,54.1869,113.0,,0.75,
1987-05-29,54.1869,113.0,,0.8,
1987-06-01,54.3874,113.5,,0.78,
1987-06-02,54.3874,113.5,,0.87,
1987-06-03,54.3874,113.5,,0.86,
1987-06-04,54.3874,113.5,,0.82,
1987-06-05,54.3874,113.5,,0.84,
1987-06-08,54.3874,113.5,,0.85,
1987-06-09,54.3874,113.5,,0.85,
1987-06-10,54.3874,113.5,,0.88,
1987-06-11,54.3874,113.5,,0.86,
1987-06-12,54.3874,113.5,,0.81,
1987-06-15,54.3874,113.5,,0.81,
1987-06-16,54.3874,113.5,,0.81,
1987-06-17,54.3874,113.5,,0.81,
1987-06-18,54.3874,113.5,,0.83,
1987-06-19,54.3874,113.5,,0.85,
1987-06-22,54.3874,113.5,,0.81,
1987-06-23,54.3874,113.5,,0.78,
1987-06-24,54.3874,113.5,,0.77,
1987-06-25,54.3874,113.5,,0.78,
1987-06-26,54.3874,113.5,,0.81,
1987-06-29,54.3874,113.5,,0.86,
1987-06-30,54.3874,113.5,,0.9,
1987-07-01,54.8155,113.8,,0.92,
1987-07-02,54.8155,113.8,,0.92,
1987-07-03,54.8155,113.8,,0.92,
1987-07-06,54.8155,113.8,,0.91,
1987-07-07,54.8155,113.8,,0.92,
1987-07-08,54.8155,113.8,,0.97,
1987-07-09,54.8155,113.8,,0.99,
1987-07-10,54.8155,113.8,,1.0,
1987-07-13,54.8155,113.8,,1.02,
1987-07-14,54.8155,113.8,,1.01,
1987-07-15,54.8155,113.8,,1.06,
1987-07-16,54.8155,113.8,,1.07,
1987-07-17,54.8155,113.8,,1.02,
1987-07-20,54.8155,113.8,,1.03,
1987-07-21,54.8155,113.8,,1.04,
1987-07-22,54.8155,113.8,,1.07,
1987-07-23,54.8155,113.8,,1.1,
1987-07-24,54.8155,113.8,,1.05,
1987-07-27,54.8155,113.8,,1.01,
1987-07-28,54.8155,113.8,,1.01,
1987-07-29,54.8155,113.8,,0.97,
1987-07-30,54.8155,113.8,,0.98,
1987-07-31,54.8155,113.8,,1.03,
1987-08-01,55.1103,114.3,,1.03,
1987-08-03,55.1103,114.3,,1.09,
1987-08-04,55.1103,114.3,,1.09,
1987-08-05,55.1103,114.3,,1.06,
1987-08-06,55.1103,114.3,,1.08,
1987-08-07,55.1103,114.3,,1.01,
1987-08-10,55.1103,114.3,,1.03,
1987-08-11,55.1103,114.3,,1.04,
1987-08-12,55.1103,114.3,,1.05,
1987-08-13,55.1103,114.3,,0.99,
1987-08-14,55.1103,114.3,,0.96,
1987-08-17,55.1103,114.3,,0.94,
1987-08-18,55.1103,114.3,,1.02,
1987-08-19,55.1103,114.3,,1.01,
1987-08-20,55.1103,114.3,,0.97,
1987-08-21,55.1103,114.3,,0.98,
1987-08-24,55.1103,114.3,,0.97,
1987-08-25,55.1103,114.3,,0.94,
1987-08-26,55.1103,114.3,,0.92,
1987-08-27,55.1103,114.3,,0.97,
1987-08-28,55.1103,114.3,,1.01,
1987-08-31,55.1103,114.3,,1.03,
1987-09-01,55.5152,114.7,,1.07,
1987-09-02,55.5152,114.7,,1.13,
1987-09-03,55.5152,114.7,,1.1,
1987-09-04,55.5152,114.7,,1.04,
1987-09-07,55.5152,114.7,,1.04,
1987-09-08,55.5152,114.7,,1.04,
1987-09-09,55.5152,114.7,,1.05,
1987-09-10,55.5152,114.7,,1.06,
1987-09-11,55.5152,114.7,,1.02,
1987-09-14,55.5152,114.7,,1.08,
1987-09-15,55.5152,114.7,,1.14,
1987-09-16,55.5152,114.7,,1.17,
1987-09-17,55.5152,114.7,,1.14,
1987-09-18,55.5152,114.7,,1.08,
1987-09-21,55.5152,114.7,,1.12,
1987-09-22,55.5152,114.7,,1.06,
1987-09-23,55.5152,114.7,,1.09,
1987-09-24,55.5152,114.7,,1.09,
1987-09-25,55.5152,114.7,,1.05,
1987-09-28,55.5152,114.7,,1.04,
1987-09-29,55.5152,114.7,,1.04,
1987-09-30,55.5152,114.7,,1.03,
1987-10-01,56.3729,115.0,,1.04,
1987-10-02,56.3729,115.0,,0.99,
1987-10-05,56.3729,115.0,,1.03,
1987-10-06,56.3729,115.0,,0.99,
1987-10-07,56.3729,115.0,,0.98,
1987-10-08,56.3729,115.0,,0.83,
1987-10-09,56.3729,115.0,,0.93,
1987-10-12,56.3729,115.0,,0.93,
1987-10-13,56.3729,115.0,,0.96,
1987-10-14,56.3729,115.0,,0.99,
1987-10-15,56.3729,115.0,,0.95,
1987-10-16,56.3729,115.0,,1.01,
1987-10-19,56.3729,115.0,,1.22,
1987-10-20,56.3729,115.0,,1.31,
1987-10-21,56.3729,115.0,,1.4,
1987-10-22,56.3729,115.0,,1.21,
1987-10-23,56.3729,115.0,,1.22,
1987-10-26,56.3729,115.0,,1.23,
1987-10-27,56.3729,115.0,,1.26,
1987-10-28,56.3729,115.0,,1.36,
1987-10-29,56.3729,115.0,,1.36,
1987-10-30,56.3729,115.0,,1.3,
1987-11-01,56.6553,115.4,,1.3,
1987-11-02,56.6553,115.4,,1.26,
1987-11-03,56.6553,115.4,,1.24,
1987-11-04,56.6553,115.4,,1.25,
1987-11-05,56.6553,115.4,,1.22,
1987-11-06,56.6553,115.4,,1.14,
1987-11-09,56.6553,115.4,,1.14,
1987-11-10,56.6553,115.4,,1.18,
1987-11-11,56.6553,115.4,,1.18,
1987-11-12,56.6553,115.4,,1.13,
1987-11-13,56.6553,115.4,,1.09,
1987-11-16,56.6553,115.4,,1.04,
1987-11-17,56.6553,115.4,,1.13,
1987-11-18,56.6553,115.4,,1.11,
1987-11-19,56.6553,115.4,,1.14,
1987-11-20,56.6553,115.4,,1.13,
1987-11-23,56.6553,115.4,,1.13,
1987-11-24,56.6553,115.4,,1.16,
1987-11-25,56.6553,115.4,,1.2,
1987-11-26,56.6553,115.4,,1.2,
1987-11-27,56.6553,115.4,,1.24,
1987-11-30,56.6553,115.4,,1.26,
1987-12-01,57.0644,115.6,,1.24,
1987-12-02,57.0644,115.6,,1.22,
1987-12-03,57.0644,115.6,,1.22,
1987-12-04,57.0644,115.6,,1.22,
1987-12-07,57.0644,115.6,,1.21,
1987-12-08,57.0644,115.6,,1.21,
1987-12-09,57.0644,115.6,,1.17,
1987-12-10,57.0644,115.6,,1.23,
1987-12-11,57.0644,115.6,,1.26,
1987-12-14,57.0644,115.6,,1.22,
1987-12-15,57.0644,115.6,,1.17,
1987-12-16,57.0644,115.6,,1.11,
1987-12-17,57.0644,115.6,,1.14,
1987-12-18,57.0644,115.6,,1.07,
1987-12-21,57.0644,115.6,,1.04,
1987-12-22,57.0644,115.6,,1.04,
1987-12-23,57.0644,115.6,,1.0,
1987-12-24,57.0644,115.6,,0.99,
1987-12-25,57.0644,115.6,,0.99,
1987-12-28,57.0644,115.6,,1.02,
1987-12-29,57.0644,115.6,,0.99,
1987-12-30,57.0644,115.6,,1.03,
1987-12-31,57.0644,115.6,,1.06,
1988-01-01,56.9161,116.0,,1.06,
1988-01-04,56.9161,116.0,,1.06,
1988-01-05,56.9161,116.0,,1.0,
1988-01-06,56.9161,116.0,,1.03,
1988-01-07,56.9161,116.0,,1.04,
1988-01-08,56.9161,116.0,,1.05,
1988-01-11,56.9161,116.0,,1.14,
1988-01-12,56.9161,116.0,,1.13,
1988-01-13,56.9161,116.0,,1.11,
1988-01-14,56.9161,116.0,,1.1,
1988-01-15,56.9161,116.0,,0.99,
1988-01-18,56.9161,116.0,,0.99,
1988-01-19,56.9161,116.0,,0.99,
1988-01-20,56.9161,116.0,,1.02,
1988-01-21,56.9161,116.0,,1.01,
1988-01-22,56.9161,116.0,,0.98,
1988-01-25,56.9161,116.0,,0.96,
1988-01-26,56.9161,116.0,,0.98,
1988-01-27,56.9161,116.0,,1.01,
1988-01-28,56.9161,116.0,,1.04,
1988-01-29,56.9161,116.0,,1.04,
1988-02-01,57.1227,116.2,,1.04,
1988-02-02,57.1227,116.2,,0.97,
1988-02-03,57.1227,116.2,,0.97,
1988-02-04,57.1227,116.2,,1.0,
1988-02-05,57.1227,116.2,,1.02,
1988-02-08,57.1227,116.2,,1.03,
1988-02-09,57.1227,116.2,,1.04,
1988-02-10,57.1227,116.2,,1.04,
1988-02-11,57.1227,116.2,,1.04,
1988-02-12,57.1227,116.2,,1.06,
1988-02-15,57.1227,116.2,,1.06,
1988-02-16,57.1227,116.2,,1.05,
1988-02-17,57.1227,116.2,,1.08,
1988-02-18,57.1227,116.2,,1.05,
1988-02-19,57.1227,116.2,,1.05,
1988-02-22,57.1227,116.2,,1.04,
1988-02-23,57.1227,116.2,,1.01,
1988-02-24,57.1227,116.2,,1.03,
1988-02-25,57.1227,116.2,,1.06,
1988-02-26,57.1227,116.2,,1.02,
1988-02-29,57.1227,116.2,,1.03,
1988-03-01,57.3136,116.5,,1.04,
1988-03-02,57.3136,116.5,,1.06,
1988-03-03,57.3136,116.5,,1.04,
1988-03-04,57.3136,116.5,,1.08,
1988-03-07,57.3136,116.5,,1.08,
1988-03-08,57.3136,116.5,,1.08,
1988-03-09,57.3136,116.5,,1.1,
1988-03-10,57.3136,116.5,,1.1,
1988-03-11,57.3136,116.5,,1.09,
1988-03-14,57.3136,116.5,,1.09,
1988-03-15,57.3136,116.5,,1.11,
1988-03-16,57.3136,116.5,,1.12,
1988-03-17,57.3136,116.5,,1.13,
1988-03-18,57.3136,116.5,,1.18,
1988-03-21,57.3136,116.5,,1.15,
1988-03-22,57.3136,116.5,,1.13,
1988-03-23,57.3136,116.5,,1.08,
1988-03-24,57.3136,116.5,,1.05,
1988-03-25,57.3136,116.5,,1.06,
1988-03-28,57.3136,116.5,,1.16,
1988-03-29,57.3136,116.5,,1.14,
1988-03-30,57.3136,116.5,,1.14,
1988-03-31,57.3136,116.5,,1.16,
1988-04-01,57.8431,117.2,,1.16,
1988-04-04,57.8431,117.2,,1.1,
1988-04-05,57.8431,117.2,,1.07,
1988-04-06,57.8431,117.2,,1.04,
1988-04-07,57.8431,117.2,,1.06,
1988-04-08,57.8431,117.2,,1.05,
1988-04-11,57.8431,117.2,,1.09,
1988-04-12,57.8431,117.2,,1.08,
1988-04-13,57.8431,117.2,,1.11,
1988-04-14,57.8431,117.2,,1.11,
1988-04-15,57.8431,117.2,,1.14,
1988-04-18,57.8431,117.2,,1.21,
1988-04-19,57.8431,117.2,,1.24,
1988-04-20,57.8431,117.2,,1.18,
1988-04-21,57.8431,117.2,,1.18,
1988-04-22,57.8431,117.2,,1.14,
1988-04-25,57.8431,117.2,,1.14,
1988-04-26,57.8431,117.2,,1.16,
1988-04-27,57.8431,117.2,,1.17,
1988-04-28,57.8431,117.2,,1.17,
1988-04-29,57.8431,117.2,,1.14,
1988-05-01,57.7105,117.5,,1.14,
1988-05-02,57.7105,117.5,,1.16,
1988-05-03,57.7105,117.5,,1.12,
1988-05-04,57.7105,117.5,,1.13,
1988-05-05,57.7105,117.5,,1.13,
1988-05-06,57.7105,117.5,,1.14,
1988-05-09,57.7105,117.5,,1.08,
1988-05-10,57.7105,117.5,,1.07,
1988-05-11,57.7105,117.5,,1.1,
1988-05-12,57.7105,117.5,,1.09,
1988-05-13,57.7105,117.5,,1.1,
1988-05-16,57.7105,117.5,,1.08,
1988-05-17,57.7105,117.5,,1.13,
1988-05-18,57.7105,117.5,,1.15,
1988-05-19,57.7105,117.5,,1.14,
1988-05-20,57.7105,117.5,,1.14,
1988-05-23,57.7105,117.5,,1.11,
1988-05-24,57.7105,117.5,,1.08,
1988-05-25,57.7105,117.5,,1.03,
1988-05-26,57.7105,117.5,,0.98,
1988-05-27,57.7105,117.5,,1.01,
1988-05-30,57.7105,117.5,,1.01,
1988-05-31,57.7105,117.5,,0.99,
1988-06-01,57.8497,118.0,,0.94,
1988-06-02,57.8497,118.0,,0.94,
1988-06-03,57.8497,118.0,,0.91,
1988-06-06,57.8497,118.0,,0.93,
1988-06-07,57.8497,118.0,,0.98,
1988-06-08,57.8497,118.0,,0.96,
1988-06-09,57.8497,118.0,,0.99,
1988-06-10,57.8497,118.0,,0.93,
1988-06-13,57.8497,118.0,,0.93,
1988-06-14,57.8497,118.0,,0.89,
1988-06-15,57.8497,118.0,,0.87,
1988-06-16,57.8497,118.0,,0.93,
